ROW_ID,conversion
0,0.049733073
1,2.051309e-05
2,0.22971363
3,5.1388917e-05
4,0.1394702
5,0.02061275
6,9.376986e-06
7,0.060082205
8,0.2160724
9,2.2298773e-05
10,2.2933562e-05
11,0.124486715
12,0.49441448
13,0.022911672
14,0.07178345
15,1.8580626e-05
16,0.26433903
17,3.5137666e-05
18,1.6680968e-05
19,3.003184e-05
20,0.064779386
21,0.11765861
22,0.07217876
23,2.0554407e-05
24,4.2352658e-05
25,3.4088116e-05
26,0.08957714
27,2.2939514e-05
28,0.052444942
29,0.13803153
30,9.220576e-06
31,0.09661322
32,2.0553407e-05
33,0.1309078
34,0.04581356
35,0.55996436
36,0.09381802
37,0.17800963
38,3.2205844e-05
39,0.22520865
40,0.02630434
41,2.5688443e-05
42,6.5534405e-05
43,0.0035931997
44,0.034087017
45,0.07791905
46,0.078183085
47,0.05471145
48,0.009666545
49,4.4796867e-05
50,0.07642123
51,0.22353922
52,4.388314e-05
53,5.151934e-05
54,0.15049973
55,2.1698414e-05
56,0.122478336
57,6.234337e-05
58,0.5095271
59,5.2517433e-05
60,0.100403026
61,1.2787108e-05
62,0.12442825
63,0.24380128
64,4.019235e-05
65,3.6671838e-05
66,1.512697e-05
67,0.015656747
68,0.28069904
69,0.23373133
70,7.162048e-05
71,9.9751895e-05
72,1.8040015e-05
73,0.10811578
74,3.0949806e-05
75,0.6740104
76,0.07397662
77,5.0142527e-05
78,0.033195
79,0.060283598
80,1.2129504e-05
81,3.2567168e-05
82,0.23031306
83,0.049970012
84,4.279691e-05
85,2.9097588e-05
86,5.1295105e-05
87,1.3279931e-05
88,0.15921004
89,0.0228585
90,0.05760713
91,0.32194474
92,0.10422601
93,0.20989741
94,0.055890825
95,0.023311127
96,9.34257e-05
97,3.078831e-05
98,2.0628793e-05
99,0.0852482
100,0.2961815
101,0.14462295
102,0.14538127
103,3.997797e-05
104,5.075084e-05
105,0.008713539
106,0.017778875
107,0.07191396
108,0.07958235
109,0.074607745
110,0.0052379495
111,7.957073e-05
112,0.37326083
113,6.77426e-05
114,0.06653418
115,0.13093708
116,3.2936627e-05
117,0.076647654
118,0.32509857
119,0.2769828
120,0.6016368
121,0.14121468
122,4.4777604e-05
123,2.8619097e-05
124,1.23897125e-05
125,0.2316767
126,8.116709e-05
127,0.31923822
128,3.0787072e-05
129,0.025464788
130,2.2892922e-05
131,4.118607e-05
132,0.38267305
133,0.06807707
134,0.016730288
135,0.044031773
136,1.487468e-05
137,0.29806364
138,3.8131715e-05
139,1.9147772e-05
140,0.39468217
141,3.9812363e-05
142,2.6865493e-05
143,0.13851424
144,0.28048083
145,0.014799507
146,0.00564277
147,4.462997e-05
148,1.918782e-05
149,0.022187876
150,1.631034e-05
151,2.0094096e-05
152,0.07639525
153,0.04306953
154,2.1012993e-05
155,0.16141605
156,0.018927371
157,0.09665349
158,0.049392648
159,0.058904838
160,0.27154708
161,0.014778054
162,0.038173795
163,0.079297766
164,0.24965005
165,1.5487167e-05
166,0.32485273
167,0.22338423
168,8.00864e-06
169,0.07517509
170,0.2670467
171,0.096574314
172,1.37065335e-05
173,1.2808515e-05
174,7.4227064e-05
175,7.697959e-05
176,3.0423533e-05
177,1.7863613e-05
178,2.3998962e-05
179,0.094019584
180,5.5699238e-05
181,0.11889604
182,2.6495543e-05
183,2.1763943e-05
184,0.10582261
185,0.11053848
186,0.50856537
187,3.0027948e-05
188,3.9795963e-05
189,5.1351246e-05
190,6.396099e-05
191,4.4054508e-05
192,1.560094e-05
193,0.013830238
194,2.147323e-05
195,0.37551653
196,0.01635169
197,0.17117095
198,0.12904766
199,0.2285447
200,0.053759873
201,0.037983615
202,1.8374829e-05
203,2.6942207e-05
204,0.091826506
205,3.8103688e-05
206,0.32816476
207,0.025388733
208,0.08569814
209,1.8028544e-05
210,1.575647e-05
211,3.6568086e-05
212,0.07926931
213,0.06397358
214,4.2497617e-05
215,0.010610711
216,0.04169818
217,3.5232155e-05
218,0.054022897
219,0.47037366
220,0.21519025
221,0.056764428
222,5.3151256e-05
223,0.34092388
224,1.929055e-05
225,3.9370247e-05
226,0.053244494
227,2.929653e-05
228,3.2914206e-05
229,4.3659697e-05
230,0.17425871
231,2.2509137e-05
232,0.12921917
233,3.171859e-05
234,2.2228136e-05
235,0.0611207
236,3.8654394e-05
237,0.015592954
238,4.7357098e-05
239,2.5709887e-05
240,2.9937994e-05
241,0.042690646
242,5.0870083e-05
243,4.716596e-05
244,6.6393535e-05
245,0.079469115
246,0.055861983
247,1.4711304e-05
248,0.053155765
249,0.02314484
250,0.5959707
251,0.0047541484
252,0.11454279
253,3.9241975e-05
254,4.9180235e-05
255,0.3117242
256,0.057464723
257,0.019669857
258,3.6394344e-05
259,0.21633613
260,0.16033205
261,2.7926924e-05
262,0.2073938
263,0.098680496
264,1.1878045e-05
265,0.093469195
266,6.188982e-05
267,0.010892834
268,2.207132e-05
269,1.1807638e-05
270,0.081260696
271,3.228925e-05
272,0.3433317
273,0.086632825
274,0.05621662
275,4.3617125e-05
276,5.5274766e-05
277,2.4979068e-05
278,0.041366182
279,1.7635155e-05
280,7.149342e-06
281,0.129807
282,3.7346952e-05
283,1.8482982e-05
284,2.5518892e-05
285,1.8487637e-05
286,0.038724765
287,1.6080032e-05
288,5.7727677e-05
289,0.52678853
290,2.4835434e-05
291,0.32975185
292,0.63138044
293,0.23506288
294,5.7557878e-05
295,5.0731822e-05
296,0.123754695
297,0.18309781
298,5.2295738e-05
299,0.3225634
300,1.945542e-05
301,0.31973746
302,0.025427219
303,2.8246193e-05
304,1.4360015e-05
305,2.233012e-05
306,0.097282395
307,3.354544e-05
308,0.254897
309,6.210756e-05
310,2.1053793e-05
311,3.3107684e-05
312,1.9429073e-05
313,0.25912213
314,0.08585473
315,1.4915919e-05
316,3.9994484e-05
317,0.08739845
318,6.0990995e-05
319,2.7457443e-05
320,0.11598481
321,0.30272648
322,0.2149163
323,0.0378338
324,0.13140818
325,0.12347341
326,2.0593883e-05
327,0.40027112
328,0.06021465
329,1.7478438e-05
330,2.3979448e-05
331,5.592736e-05
332,0.044904098
333,3.725827e-05
334,2.1890584e-05
335,0.0040433584
336,0.33504343
337,0.029451625
338,3.8570917e-05
339,4.746425e-05
340,2.6844542e-05
341,1.0205732e-05
342,2.825778e-05
343,0.049365345
344,6.325139e-05
345,0.29749516
346,0.16909213
347,0.027750837
348,3.073102e-05
349,0.06441753
350,0.07994839
351,0.1195493
352,3.882637e-05
353,0.0394011
354,2.0686493e-05
355,2.5970081e-05
356,0.18504387
357,2.3746486e-05
358,0.38461533
359,4.3942604e-05
360,0.18929285
361,0.12474366
362,0.0645373
363,3.947969e-05
364,0.038091898
365,0.00010423151
366,0.09541667
367,0.13262783
368,3.2368203e-05
369,0.21340525
370,4.361496e-05
371,3.435612e-05
372,0.041969486
373,0.04653768
374,0.18352947
375,1.1476732e-05
376,0.04696022
377,0.11262585
378,1.8463357e-05
379,1.671868e-05
380,1.7402032e-05
381,0.07982255
382,1.7905759e-05
383,2.535295e-05
384,0.05794531
385,7.993144e-05
386,0.15188403
387,3.207607e-05
388,2.3105584e-05
389,2.2615215e-05
390,3.8456146e-05
391,2.1261312e-05
392,2.7054384e-05
393,2.2766275e-05
394,0.17077687
395,0.119419836
396,5.8211666e-05
397,6.565663e-05
398,2.140141e-05
399,1.9427942e-05
400,0.1083974
401,0.09306356
402,8.572901e-06
403,0.42554152
404,0.038757466
405,0.097325005
406,1.8611005e-05
407,1.8952873e-05
408,2.864982e-05
409,0.011253884
410,0.10467144
411,0.07197965
412,0.14143129
413,1.9365421e-05
414,0.38748676
415,7.390013e-05
416,0.26298526
417,0.23861332
418,0.042010225
419,3.103389e-05
420,0.016615704
421,3.1969492e-05
422,0.035860214
423,0.09787891
424,2.6791655e-05
425,0.18644036
426,3.4245753e-05
427,0.3221289
428,4.4510325e-05
429,1.886856e-05
430,0.119944096
431,0.1327115
432,0.048347335
433,0.021804078
434,0.043330837
435,5.094557e-05
436,1.8221825e-05
437,0.011820426
438,0.04703039
439,1.7026763e-05
440,0.055489354
441,2.330064e-05
442,1.4443975e-05
443,6.490525e-05
444,0.17387107
445,0.15626396
446,0.13506126
447,6.866151e-05
448,8.9573105e-06
449,0.11335477
450,0.3465074
451,3.3188328e-05
452,1.0829327e-05
453,4.036177e-05
454,0.15129676
455,0.030252866
456,0.011756611
457,0.3995308
458,2.7362063e-05
459,5.5144938e-05
460,8.640715e-06
461,0.16620259
462,0.48284003
463,0.47902098
464,0.029147092
465,0.01382306
466,0.20158844
467,5.116862e-05
468,0.055555068
469,0.10436896
470,0.097581975
471,2.5954336e-05
472,0.026304353
473,0.07253582
474,1.2631497e-05
475,4.000967e-05
476,0.076533124
477,2.1634234e-05
478,0.15761232
479,1.7512793e-05
480,0.38633665
481,7.938955e-06
482,5.4651104e-05
483,2.3722901e-05
484,0.19932522
485,1.1539145e-05
486,3.2278316e-05
487,0.10424433
488,3.096235e-05
489,1.6597185e-05
490,0.20995817
491,0.042499933
492,1.9466537e-05
493,0.25351077
494,0.10360552
495,3.413711e-05
496,0.044807907
497,0.29876453
498,0.23482384
499,0.17665821
500,2.209931e-05
501,0.1520651
502,4.5003206e-05
503,4.5293047e-05
504,0.12454851
505,0.10197899
506,0.22540954
507,2.685143e-05
508,7.1868785e-06
509,1.8125635e-05
510,0.024654785
511,0.06807811
512,0.30019337
513,0.16677491
514,0.30042654
515,3.6202644e-05
516,1.7105942e-05
517,3.561146e-05
518,0.15754426
519,0.3017688
520,1.7090648e-05
521,2.1668904e-05
522,0.3761273
523,4.0304694e-05
524,0.10077351
525,0.0735548
526,0.05766334
527,6.2451436e-05
528,0.20742367
529,3.1753276e-05
530,1.7938934e-05
531,0.078280605
532,0.14900194
533,0.00011086735
534,2.7311384e-05
535,0.29670447
536,0.06757826
537,0.060288142
538,0.04878019
539,0.01874236
540,0.3912513
541,4.1725463e-05
542,1.7108145e-05
543,2.6720923e-05
544,0.19923253
545,0.032557625
546,0.1409396
547,3.9237522e-05
548,2.5657275e-05
549,0.027240759
550,0.18885069
551,0.15182295
552,0.27140936
553,4.6818786e-05
554,7.52785e-05
555,0.047625955
556,2.2961136e-05
557,0.24197555
558,1.5119181e-05
559,0.06465826
560,0.36552006
561,1.5003213e-05
562,2.4724273e-05
563,0.03307255
564,0.07055783
565,1.9029281e-05
566,0.3622058
567,2.5004403e-05
568,0.013239201
569,0.167813
570,0.067515284
571,0.12084824
572,0.021671806
573,1.1707563e-05
574,2.8248107e-05
