ROW_ID,conversion
0,0.063023455
1,1.1844144e-05
2,0.061530307
3,2.9989598e-05
4,0.5170036
5,0.028927881
6,1.9345965e-05
7,0.05123598
8,0.09041638
9,2.5620478e-05
10,3.51928e-05
11,0.3517849
12,0.41681978
13,0.018198926
14,0.065705754
15,2.579085e-05
16,0.25597107
17,2.760858e-05
18,1.6501937e-05
19,2.0977855e-05
20,0.028949106
21,0.121645905
22,0.055824723
23,4.1649215e-05
24,1.28949205e-05
25,2.1442147e-05
26,0.017820232
27,1.6276528e-05
28,0.08661479
29,0.2212115
30,1.7730195e-05
31,0.25780028
32,2.2035398e-05
33,0.08291427
34,0.07531443
35,0.55333555
36,0.027398255
37,0.027947715
38,2.4769019e-05
39,0.19252786
40,0.0082342755
41,2.1888036e-05
42,1.6089589e-05
43,0.004886375
44,0.1074759
45,0.13531592
46,0.03491669
47,0.06427226
48,0.006375769
49,1.7303997e-05
50,0.17261936
51,0.122454055
52,2.9149081e-05
53,1.418491e-05
54,0.19945791
55,2.0166759e-05
56,0.1287685
57,1.8053868e-05
58,0.20299634
59,1.3824986e-05
60,0.08148735
61,6.665073e-06
62,0.010453261
63,0.20138751
64,2.7810333e-05
65,4.8253616e-05
66,2.5314514e-05
67,0.017250778
68,0.22560172
69,0.20721573
70,1.3673477e-05
71,1.0862798e-05
72,2.4340387e-05
73,0.1626303
74,2.1697255e-05
75,0.7265945
76,0.109106936
77,1.49214375e-05
78,0.106704205
79,0.030969527
80,1.8419198e-05
81,2.8161552e-05
82,0.17613065
83,0.019123679
84,2.5761574e-05
85,2.02132e-05
86,2.302163e-05
87,9.698474e-06
88,0.27442873
89,0.051980153
90,0.04507778
91,0.13018097
92,0.02179291
93,0.19117874
94,0.0335776
95,0.013632622
96,2.6844622e-05
97,2.5258109e-05
98,1.5707965e-05
99,0.13432637
100,0.20502417
101,0.22525176
102,0.3098841
103,4.0046234e-05
104,3.4095465e-05
105,0.0024618616
106,0.043309744
107,0.08806968
108,0.12841642
109,0.08450805
110,0.0043581445
111,2.2601758e-05
112,0.47728252
113,8.143999e-05
114,0.049695577
115,0.1421465
116,1.147612e-05
117,0.08606512
118,0.14311415
119,0.21392733
120,0.5628937
121,0.08338955
122,1.801129e-05
123,3.075242e-05
124,2.8219165e-05
125,0.14632061
126,3.327824e-05
127,0.12228477
128,1.683042e-05
129,0.04364517
130,3.1684973e-05
131,9.889586e-06
132,0.40664637
133,0.030702023
134,0.015632242
135,0.06369662
136,1.205986e-05
137,0.27644622
138,5.85865e-06
139,2.4406145e-05
140,0.46125993
141,2.0514164e-05
142,1.1590805e-05
143,0.1783794
144,0.44076362
145,0.012757356
146,0.0037032538
147,1.2651823e-05
148,1.2298527e-05
149,0.02236829
150,2.8340739e-05
151,1.1973362e-05
152,0.09928072
153,0.052910846
154,6.5872973e-06
155,0.14743763
156,0.013397638
157,0.054939765
158,0.019562291
159,0.023688292
160,0.2457138
161,0.014933612
162,0.12077071
163,0.039702203
164,0.30341703
165,8.642751e-06
166,0.13146828
167,0.39616174
168,2.7626724e-05
169,0.119849145
170,0.29773313
171,0.13251697
172,5.2399014e-06
173,8.328738e-06
174,1.3059144e-05
175,1.0286698e-05
176,2.9488592e-05
177,1.9970532e-05
178,2.6640824e-05
179,0.1095508
180,2.2739066e-05
181,0.14107838
182,2.6824173e-05
183,3.3334203e-05
184,0.19051966
185,0.085013285
186,0.50112164
187,2.8369539e-05
188,1.5765669e-05
189,1.2307409e-05
190,7.097096e-06
191,2.6174486e-05
192,2.9315761e-05
193,0.008138643
194,2.3835084e-05
195,0.17923775
196,0.018028535
197,0.047621347
198,0.056357414
199,0.10401196
200,0.04159616
201,0.03620989
202,1.693625e-05
203,7.121879e-05
204,0.054911267
205,1.8923309e-05
206,0.26230788
207,0.0515894
208,0.064560324
209,1.9634337e-05
210,4.3969474e-05
211,2.539423e-05
212,0.016561205
213,0.17959647
214,1.7284157e-05
215,0.018251508
216,0.044161297
217,3.716228e-05
218,0.14176802
219,0.44432524
220,0.22350305
221,0.027014667
222,2.0268135e-05
223,0.24284814
224,2.2322709e-05
225,2.0611862e-05
226,0.030583747
227,4.692441e-05
228,1.4014091e-05
229,2.0415197e-05
230,0.21681018
231,2.500426e-05
232,0.15267414
233,1.6259804e-05
234,1.5318057e-05
235,0.03801709
236,1.7077646e-05
237,0.06956477
238,1.9547422e-05
239,1.3316278e-05
240,7.2201483e-06
241,0.055546086
242,9.433699e-06
243,2.4934254e-05
244,1.9470994e-05
245,0.068195574
246,0.057983413
247,1.853532e-05
248,0.077152915
249,0.021746458
250,0.4922518
251,0.0016908643
252,0.14178054
253,2.2259042e-05
254,2.7459515e-05
255,0.33760923
256,0.069431216
257,0.031871896
258,6.8752274e-06
259,0.08179663
260,0.1547085
261,2.3162813e-05
262,0.11936873
263,0.04024748
264,8.993105e-06
265,0.09628344
266,3.2248874e-05
267,0.017929398
268,1.326411e-05
269,2.5167727e-05
270,0.033339422
271,2.1839996e-05
272,0.503616
273,0.14734441
274,0.14402543
275,2.537293e-05
276,9.8076025e-06
277,1.798141e-05
278,0.017226957
279,2.7091073e-05
280,1.4690065e-05
281,0.16747066
282,1.9743371e-05
283,1.5226054e-05
284,2.9809793e-05
285,1.100344e-05
286,0.049258713
287,1.7132048e-05
288,1.4585716e-05
289,0.7514569
290,1.4162336e-05
291,0.14598134
292,0.6062297
293,0.23861682
294,3.4064687e-05
295,2.2939032e-05
296,0.11263991
297,0.3776494
298,1.826875e-05
299,0.2655013
300,1.7889237e-05
301,0.21687907
302,0.04608148
303,1.7883829e-05
304,8.061068e-06
305,1.4566881e-05
306,0.15557282
307,1.4002882e-05
308,0.14809307
309,1.2168562e-05
310,2.6993977e-05
311,2.1336322e-05
312,1.4276202e-05
313,0.35183242
314,0.08851943
315,1.3206428e-05
316,1.7975564e-05
317,0.08467649
318,2.0707595e-05
319,2.4765428e-05
320,0.16894631
321,0.35205537
322,0.093559146
323,0.055322375
324,0.11980579
325,0.109029785
326,2.883635e-05
327,0.27414176
328,0.05420588
329,1.6235632e-05
330,9.510744e-06
331,1.4583686e-05
332,0.023979003
333,2.1695267e-05
334,2.3194443e-05
335,0.005969067
336,0.4308033
337,0.018104909
338,1.2078714e-05
339,1.8830488e-05
340,5.2254458e-05
341,2.0075555e-05
342,2.6228834e-05
343,0.063290484
344,1.6762488e-05
345,0.2334811
346,0.20067751
347,0.027659426
348,1.1688644e-05
349,0.08198709
350,0.03297573
351,0.08167348
352,4.0410763e-05
353,0.043599993
354,2.0899837e-05
355,1.6960576e-05
356,0.20457152
357,2.0548761e-05
358,0.37817836
359,2.1017884e-05
360,0.22206494
361,0.04362573
362,0.036429178
363,2.7514088e-05
364,0.11713216
365,2.5199308e-05
366,0.11791508
367,0.11627981
368,1.60357e-05
369,0.10799868
370,2.337074e-05
371,1.7628126e-05
372,0.038968347
373,0.058084473
374,0.11913202
375,9.911057e-06
376,0.13104689
377,0.12070551
378,1.4736396e-05
379,2.2632194e-05
380,5.7227276e-06
381,0.017670922
382,1.6362546e-05
383,1.348714e-05
384,0.060480285
385,4.0351e-05
386,0.22940679
387,1.5370515e-05
388,1.8874753e-05
389,2.1538654e-05
390,8.681129e-06
391,9.409126e-06
392,1.9619756e-05
393,2.1991395e-05
394,0.11378761
395,0.0748217
396,2.0834368e-05
397,3.961399e-05
398,1.2008525e-05
399,3.4059976e-05
400,0.30042592
401,0.13756154
402,7.3203973e-06
403,0.21402004
404,0.045031913
405,0.23864232
406,2.9449107e-05
407,1.9450134e-05
408,7.991452e-06
409,0.0139966225
410,0.052887492
411,0.056868978
412,0.21663046
413,9.004107e-06
414,0.5145953
415,2.3346458e-05
416,0.20666747
417,0.2541321
418,0.07010831
419,2.3221888e-05
420,0.036744386
421,1.7640486e-05
422,0.024713105
423,0.07395104
424,2.2612907e-05
425,0.16834435
426,2.428157e-05
427,0.35616904
428,2.8019575e-05
429,1.987961e-05
430,0.037483055
431,0.14763834
432,0.024369074
433,0.023789683
434,0.032285396
435,1.0689036e-05
436,1.9512687e-05
437,0.02560772
438,0.025460066
439,1.0299547e-05
440,0.026457213
441,8.0824675e-06
442,1.830314e-05
443,4.138269e-05
444,0.33944228
445,0.11257401
446,0.057537585
447,1.7114704e-05
448,1.11170275e-05
449,0.089436285
450,0.41841492
451,1.930866e-05
452,1.1274951e-05
453,3.6935173e-05
454,0.16118328
455,0.021930251
456,0.014244973
457,0.19626777
458,2.5469368e-05
459,2.3367553e-05
460,3.3187116e-06
461,0.14468758
462,0.4917635
463,0.47333544
464,0.066503264
465,0.033156227
466,0.44257346
467,2.1476466e-05
468,0.091161326
469,0.09609035
470,0.13675989
471,2.3627534e-05
472,0.011836377
473,0.07480681
474,1.2919663e-05
475,1.2810336e-05
476,0.09235906
477,1.5484464e-05
478,0.314961
479,2.165752e-05
480,0.3442965
481,9.539977e-06
482,3.752338e-05
483,1.38456735e-05
484,0.39180014
485,3.449114e-06
486,2.570692e-05
487,0.041874077
