ROW_ID,conversion
0,0.3806174
1,0.3806174
2,0.39660013
3,0.41071266
4,0.39456955
5,0.37919882
6,0.3880593
7,0.3835208
8,0.3806174
9,0.3939974
10,0.39725977
11,0.42393684
12,0.40698338
13,0.38461655
14,0.39431432
15,0.3855354
16,0.4111467
17,0.38186055
18,0.40825015
19,0.40224162
20,0.38575116
21,0.40672547
22,0.43486723
23,0.38676506
24,0.38260818
25,0.38194475
26,0.39705357
27,0.38186055
28,0.39581126
29,0.41171575
30,0.3880593
31,0.40122098
32,0.37919882
33,0.38186055
34,0.37919882
35,0.4536151
36,0.4006711
37,0.39155966
38,0.40103948
39,0.4270698
40,0.3958254
41,0.3853691
42,0.38195658
43,0.38119757
44,0.3818841
45,0.3818841
46,0.37994444
47,0.3806174
48,0.3806174
49,0.39287406
50,0.40040714
51,0.37994444
52,0.4621344
53,0.39090827
54,0.39826757
55,0.39039573
56,0.38933843
57,0.37994444
58,0.4380756
59,0.3919344
60,0.37994444
61,0.37919882
62,0.3894602
63,0.4048781
64,0.3835208
65,0.37919882
66,0.3875793
67,0.37994444
68,0.42138982
69,0.435304
70,0.38186055
71,0.3808752
72,0.3948867
73,0.40061602
74,0.3958376
75,0.450627
76,0.38676494
77,0.42097682
78,0.37919882
79,0.39220327
80,0.38276243
81,0.38661763
82,0.4126807
83,0.4006711
84,0.37919882
85,0.39586884
86,0.37994444
87,0.3806174
88,0.4119007
89,0.37994444
90,0.37994444
91,0.41990158
92,0.38803324
93,0.40758932
94,0.38260818
95,0.37919882
96,0.3871918
97,0.4048087
98,0.37919882
99,0.3818841
100,0.42335597
101,0.41203073
102,0.39090827
103,0.38798645
104,0.40111226
105,0.37994444
106,0.37919882
107,0.40141863
108,0.38676494
109,0.4121273
110,0.38368234
111,0.39597493
112,0.40460366
113,0.39962208
114,0.38261908
115,0.401258
116,0.40813792
117,0.38404715
118,0.40785167
119,0.40681225
120,0.44417626
121,0.41025612
122,0.3835208
123,0.389141
124,0.3871227
125,0.39245847
126,0.38222548
127,0.37919882
128,0.37919882
129,0.37994444
130,0.37994444
131,0.3845727
132,0.40210113
133,0.4065519
134,0.37919882
135,0.39594695
136,0.37919882
137,0.411492
138,0.38833135
139,0.37994444
140,0.4536151
141,0.40110227
142,0.42507765
143,0.39029855
144,0.42458904
145,0.38261908
146,0.39782524
147,0.38743478
148,0.38481438
149,0.38472286
150,0.39009908
151,0.39510548
152,0.3923555
153,0.39065605
154,0.38371113
155,0.38186055
156,0.37919882
157,0.3965201
158,0.37919882
159,0.38060662
160,0.39299437
161,0.37919882
162,0.392515
163,0.37919882
164,0.40313375
165,0.38676494
166,0.41823205
167,0.4295206
168,0.37986043
169,0.39245847
170,0.40846515
171,0.401258
172,0.38575116
173,0.38623995
174,0.38195658
175,0.38060662
176,0.37919882
177,0.40791526
178,0.38119757
179,0.39155966
180,0.3946917
181,0.435304
182,0.37919882
183,0.37994444
184,0.4084315
185,0.37994444
186,0.44129685
187,0.37986043
188,0.3989767
189,0.40777776
190,0.4109363
191,0.37994444
192,0.3855354
193,0.37994444
194,0.41157395
195,0.38260818
196,0.3812935
197,0.38576585
198,0.38933843
199,0.37919882
200,0.37919882
201,0.37994444
202,0.3923555
203,0.37919882
204,0.39274526
205,0.38261908
206,0.450627
207,0.37994444
208,0.3830314
209,0.37919882
210,0.40020266
211,0.40002123
212,0.38195658
213,0.39853743
214,0.3806174
215,0.37919882
216,0.37919882
217,0.38575116
218,0.38969144
219,0.40758932
220,0.42189732
221,0.37995526
222,0.4180716
223,0.41850173
224,0.39932108
225,0.41647914
226,0.38260818
227,0.38575116
228,0.3806174
229,0.39921618
230,0.41445762
231,0.385345
232,0.3989767
233,0.38933843
234,0.40195388
235,0.4048781
236,0.40813792
237,0.37919882
238,0.39009908
239,0.39990577
240,0.4129212
241,0.38326305
242,0.39213935
243,0.39572793
244,0.3806174
245,0.3923555
246,0.39726168
247,0.40811136
248,0.39085528
249,0.39726168
250,0.44014966
251,0.38261908
252,0.41195026
253,0.40110227
254,0.4162614
255,0.42002684
256,0.38593167
257,0.38060662
258,0.37994444
259,0.40141863
260,0.426292
261,0.3923555
262,0.40767825
263,0.38275638
264,0.4102536
265,0.3944764
266,0.37994444
267,0.3808752
268,0.38396087
269,0.4055695
270,0.3879985
271,0.3943332
272,0.4111467
273,0.40040538
274,0.42741355
275,0.39009908
276,0.37994444
277,0.38553566
278,0.38575116
279,0.4864299
280,0.3880593
281,0.414404
282,0.39889657
283,0.3812935
284,0.37919882
285,0.3806174
286,0.3835208
287,0.3917584
288,0.38575116
289,0.4201851
290,0.38396087
291,0.37994444
292,0.44490248
293,0.42763436
294,0.43092743
295,0.40485653
296,0.39292344
297,0.4518997
298,0.40702707
299,0.39823598
300,0.43144032
301,0.42237434
302,0.37994444
303,0.41290793
304,0.38562924
305,0.38261908
306,0.39431432
307,0.37994444
308,0.40639386
309,0.39286178
310,0.4084315
311,0.42783183
312,0.38261908
313,0.39925653
314,0.3923555
315,0.39788023
316,0.40038115
317,0.39594695
318,0.39712694
319,0.38798645
320,0.3898021
321,0.44545037
322,0.4111467
323,0.37986043
324,0.39679757
325,0.38757908
326,0.40224162
327,0.40460366
328,0.38261908
329,0.37994444
330,0.37919882
331,0.37994444
332,0.38472286
333,0.3985138
334,0.46055844
335,0.37919882
336,0.4200536
337,0.38119757
338,0.38371113
339,0.38195658
340,0.4109363
341,0.39178452
342,0.38902217
343,0.38396087
344,0.39367402
345,0.42955247
346,0.4035475
347,0.37986043
348,0.39200276
349,0.37919882
350,0.39017695
351,0.39843374
352,0.39009908
353,0.40111226
354,0.45782408
355,0.38676494
356,0.39458767
357,0.37995526
358,0.45573607
359,0.38564762
360,0.38575116
361,0.38604194
362,0.41083363
363,0.3818841
364,0.39726222
365,0.38261908
366,0.39193308
367,0.39594695
368,0.39455998
369,0.41071266
370,0.41857743
371,0.37919882
372,0.3806174
373,0.38957748
374,0.42202774
375,0.37919882
376,0.38396087
377,0.41143483
378,0.40227816
379,0.37919882
380,0.3891446
381,0.37986043
382,0.38261908
383,0.37994444
384,0.37919882
385,0.3981875
386,0.40061584
387,0.37994444
388,0.38933843
389,0.38534564
390,0.37986043
391,0.37994444
392,0.38575116
393,0.38261908
394,0.38676494
395,0.38562924
396,0.38060662
397,0.4481633
398,0.3850902
399,0.37919882
400,0.42146617
401,0.39823598
402,0.3898021
403,0.411492
404,0.37994444
405,0.40168884
406,0.38186055
407,0.38060662
408,0.4376337
409,0.37919882
410,0.38371113
411,0.38641235
412,0.42352572
413,0.37994444
414,0.4249051
415,0.3808752
416,0.42633668
417,0.44559938
418,0.38261908
419,0.38969144
420,0.38261908
421,0.3958912
422,0.38427436
423,0.41025612
424,0.38575116
425,0.39317042
426,0.40460366
427,0.39351285
428,0.37994444
429,0.39431432
430,0.37919882
431,0.39317042
432,0.3808752
433,0.39594695
434,0.3835208
435,0.37919882
436,0.38676494
437,0.37919882
438,0.37994444
439,0.3806174
440,0.38461655
441,0.38404715
442,0.3898021
443,0.3855354
444,0.4249051
445,0.39613977
446,0.41025612
447,0.38813066
448,0.37919882
449,0.39084557
450,0.45413676
451,0.37994444
452,0.39380452
453,0.3806174
454,0.4001587
455,0.37919882
456,0.37919882
457,0.40619287
458,0.41178605
459,0.40103948
460,0.37919882
461,0.39679757
462,0.45782408
463,0.42818922
464,0.37919882
465,0.3812935
466,0.38969144
467,0.39679757
468,0.38562924
469,0.40031007
470,0.43114778
471,0.3808752
472,0.38557994
473,0.37994444
474,0.3960936
475,0.37919882
476,0.38396087
477,0.38371113
478,0.39009908
479,0.39932108
480,0.3960936
481,0.3843036
482,0.37994444
483,0.39889657
484,0.3960936
485,0.37994444
486,0.3919122
487,0.39957282
488,0.38951495
489,0.37919882
490,0.4212053
491,0.39220327
492,0.4051486
493,0.45872977
494,0.38969144
495,0.40013286
496,0.38813066
497,0.45872977
498,0.4212053
499,0.3948867
500,0.4037436
501,0.3960936
502,0.37919882
503,0.39367402
504,0.39622277
505,0.40630007
506,0.40785167
507,0.38060662
508,0.37994444
509,0.3959183
510,0.3818841
511,0.3835208
512,0.38739908
513,0.40187982
514,0.4137058
515,0.38616997
516,0.38060662
517,0.38368234
518,0.4046358
519,0.39380452
520,0.37986043
521,0.37994444
522,0.411492
523,0.38396052
524,0.39640984
525,0.37994444
526,0.38261908
527,0.4109363
528,0.411492
529,0.39723718
530,0.39594695
531,0.38261908
532,0.43273517
533,0.40758932
534,0.38060662
535,0.39843374
536,0.38623995
537,0.37994444
538,0.3806174
539,0.3812935
540,0.43296462
541,0.37919882
542,0.37994444
543,0.38261908
544,0.41780734
545,0.38195658
546,0.4218147
547,0.38676494
548,0.3806174
549,0.37994444
550,0.3996323
551,0.39572793
552,0.40969387
553,0.37919882
554,0.40187982
555,0.39456955
556,0.4184119
557,0.3960936
558,0.37919882
559,0.37995526
560,0.40712944
561,0.40866408
562,0.43476996
563,0.3872887
564,0.38194475
565,0.4273757
566,0.4021231
567,0.4055695
568,0.38676494
569,0.4079014
570,0.39009908
571,0.39090827
572,0.3835208
573,0.37919882
574,0.38641235
575,0.37994444
576,0.37919882
577,0.3835208
578,0.37919882
579,0.3992599
580,0.37919882
581,0.37994444
582,0.38813066
583,0.3938503
584,0.37995526
585,0.3919344
586,0.37919882
587,0.39245847
588,0.38641235
589,0.40385407
590,0.403068
591,0.411492
592,0.40949774
593,0.38673142
594,0.3992713
595,0.42763436
596,0.40075722
597,0.37919882
598,0.42286074
599,0.3879788
600,0.40061584
601,0.37994444
602,0.4249816
603,0.37919882
604,0.38269442
605,0.3989767
606,0.39925653
607,0.37919882
608,0.37919882
609,0.40866408
610,0.40391886
611,0.38261908
612,0.411492
613,0.38194475
614,0.3976028
