ROW_ID,conversion
0,0.029529346
1,3.883585e-05
2,0.20689026
3,1.8600997e-05
4,0.44784662
5,0.017882306
6,3.7739923e-05
7,0.028280333
8,0.25751907
9,4.1537834e-05
10,3.6883608e-05
11,0.2611719
12,0.3114565
13,0.030032156
14,0.32487294
15,2.4914336e-05
16,0.21617648
17,2.577342e-05
18,3.5700075e-05
19,2.4091993e-05
20,0.07636102
21,0.10022688
22,0.11330688
23,2.2987495e-05
24,1.0904804e-05
25,2.1958578e-05
26,0.061319415
27,1.2308699e-05
28,0.047110885
29,0.3484019
30,3.4691107e-05
31,0.15098251
32,3.165616e-05
33,0.067977555
34,0.05851974
35,0.51223505
36,0.08172498
37,0.11066485
38,4.6228415e-05
39,0.2994852
40,0.12124364
41,3.4089255e-05
42,3.7798054e-05
43,0.010839139
44,0.118601084
45,0.0367341
46,0.090452164
47,0.072167166
48,0.005221371
49,5.0535495e-05
50,0.033747334
51,0.16507605
52,5.0401937e-05
53,1.0869918e-05
54,0.3464594
55,4.756348e-05
56,0.13344836
57,2.572828e-05
58,0.48008162
59,6.2076004e-05
60,0.06449382
61,2.5595835e-05
62,0.019078683
63,0.17022468
64,6.8675196e-05
65,5.04329e-05
66,3.5702935e-05
67,0.057378247
68,0.39923874
69,0.21614778
70,3.031322e-05
71,3.0073199e-05
72,5.946073e-05
73,0.1229685
74,3.078308e-05
75,0.71242875
76,0.1538925
77,5.567763e-05
78,0.032154612
79,0.24665447
80,3.676982e-05
81,2.5408668e-05
82,0.24277554
83,0.12450392
84,6.8229674e-05
85,4.7628477e-05
86,4.4125565e-05
87,3.6522848e-05
88,0.63424665
89,0.023616826
90,0.04672038
91,0.13445154
92,0.03357529
93,0.07244153
94,0.036612425
95,0.015084086
96,6.0516904e-05
97,2.1438711e-05
98,3.073146e-05
99,0.072622396
100,0.4505307
101,0.20102139
102,0.10865223
103,3.7855014e-05
104,3.5067133e-05
105,0.0068555297
106,0.009718219
107,0.22410077
108,0.12802911
109,0.14500222
110,0.0051212795
111,2.7625934e-05
112,0.44691804
113,2.7078133e-05
114,0.05978825
115,0.25823155
116,9.37214e-06
117,0.08379995
118,0.28792098
119,0.12886992
120,0.21825686
121,0.14172167
122,4.8365655e-05
123,4.078304e-05
124,2.7188828e-05
125,0.1594598
126,7.2390896e-05
127,0.07724091
128,2.1481792e-05
129,0.027634813
130,2.0118947e-05
131,1.0357761e-05
132,0.19349939
133,0.054103784
134,0.026776021
135,0.061608773
136,3.7318863e-05
137,0.2716988
138,1.9842277e-05
139,3.890643e-05
140,0.5489046
141,3.19963e-05
142,9.5500756e-05
143,0.14421353
144,0.27594072
145,0.020601049
146,0.0028651839
147,3.143709e-05
148,1.4721563e-05
149,0.020306587
150,2.5744186e-05
151,3.100966e-05
152,0.054755922
153,0.0881915
154,1.9547051e-05
155,0.06691707
156,0.011931858
157,0.1339314
158,0.028155545
159,0.06290463
160,0.13724148
161,0.006697173
162,0.025895702
163,0.03468969
164,0.23748854
165,1.9833955e-05
166,0.2815921
167,0.25778815
168,5.0121587e-05
169,0.057028197
170,0.26623863
171,0.13394924
172,4.2669923e-05
173,1.9808302e-05
174,3.7006037e-05
175,6.836124e-05
176,3.4773482e-05
177,1.8602203e-05
178,3.741076e-05
179,0.13721499
180,0.00013420038
181,0.103519775
182,3.6923095e-05
183,7.584362e-05
184,0.16182493
185,0.15336734
186,0.2358028
187,2.0495354e-05
188,9.221878e-06
189,4.6566274e-05
190,4.2941956e-05
191,5.242456e-05
192,2.6356258e-05
193,0.015018563
194,2.6066353e-05
195,0.0918437
196,0.040950533
197,0.14685352
198,0.0910608
199,0.10876283
200,0.058121365
201,0.02428548
202,2.3353005e-05
203,6.518842e-05
204,0.100148104
205,3.811877e-05
206,0.43411174
207,0.021822197
208,0.06749528
209,1.44432015e-05
210,2.3382687e-05
211,3.381669e-05
212,0.062676296
213,0.1852853
214,2.1182159e-05
215,0.0063036387
216,0.060267698
217,5.007778e-05
218,0.1027281
219,0.19118704
220,0.26719636
221,0.042969402
222,3.7684607e-05
223,0.41141808
224,3.992943e-05
225,5.391917e-05
226,0.007144152
227,3.5768775e-05
228,1.879545e-05
229,6.183478e-05
230,0.2077425
231,3.9914205e-05
232,0.047541894
233,5.7458237e-05
234,3.861744e-05
235,0.023590326
236,1.1139473e-05
237,0.01926274
238,4.274156e-05
239,4.3580243e-05
240,2.127131e-05
241,0.14368968
242,1.366086e-05
243,3.833963e-05
244,6.932072e-05
245,0.018994223
246,0.040982522
247,3.6647227e-05
248,0.08425723
249,0.021224905
250,0.5818858
251,0.004966009
252,0.19734482
253,3.19963e-05
254,5.92208e-05
255,0.41750595
256,0.035840955
257,0.057922903
258,1.7472623e-05
259,0.12673312
260,0.11203298
261,1.4921552e-05
262,0.12821455
263,0.02437928
264,3.390811e-05
265,0.093669154
266,3.5551097e-05
267,0.009401476
268,5.68508e-05
269,2.5530746e-05
270,0.07066435
271,4.5778612e-05
272,0.39890423
273,0.1830169
274,0.1724372
275,2.6397336e-05
276,5.4694847e-05
277,2.6110116e-05
278,0.033112127
279,4.449407e-05
280,1.6470256e-05
281,0.4037637
282,2.1166552e-05
283,2.0004174e-05
284,3.1466392e-05
285,8.410777e-05
286,0.03932762
287,4.0132945e-05
288,5.1432107e-05
289,0.54185927
290,2.7672475e-05
291,0.09170323
292,0.74100536
293,0.26082495
294,5.1117215e-05
295,2.9399105e-05
296,0.14353803
297,0.38017574
298,0.00013002711
299,0.23910831
300,3.160859e-05
301,0.22960265
302,0.015247906
303,4.5809185e-05
304,1.0843216e-05
305,0.000106936495
306,0.1722504
307,2.6739914e-05
308,0.14648424
309,3.0209387e-05
310,3.9061717e-05
311,6.914016e-05
312,2.1527463e-05
313,0.38003343
314,0.06780278
315,3.3209446e-05
316,3.2557604e-05
317,0.054690555
318,4.5968605e-05
319,3.8467588e-05
320,0.09687358
321,0.4002934
322,0.08715897
323,0.053399775
324,0.098049276
325,0.0289527
326,4.006381e-05
327,0.57482356
328,0.056488164
329,3.3398832e-05
330,2.2273016e-05
331,3.1469783e-05
332,0.014678717
333,5.476489e-05
334,2.9500548e-05
335,0.005022096
336,0.40393397
337,0.021672452
338,5.520634e-05
339,5.7803147e-05
340,5.7407193e-05
341,2.8604036e-05
342,1.545462e-05
343,0.0751772
344,2.4142271e-05
345,0.30471793
346,0.1141042
347,0.049941245
348,5.7545367e-05
349,0.023628158
350,0.018917462
351,0.20074807
352,2.8390163e-05
353,0.05141523
354,3.7881557e-05
355,1.7354369e-05
356,0.25013587
357,2.4219498e-05
358,0.45854473
359,6.0863287e-05
360,0.21798256
361,0.048314724
362,0.04054675
363,2.728967e-05
364,0.18059215
365,3.284109e-05
366,0.24150504
367,0.053387195
368,3.9311457e-05
369,0.066694096
370,3.6679572e-05
371,5.4798737e-05
372,0.04720753
373,0.16042744
374,0.15164267
375,7.4165046e-06
376,0.19488698
377,0.14808019
378,4.4667526e-05
379,4.7803893e-05
380,3.1661628e-05
381,0.085610144
382,2.4256597e-05
383,2.542709e-05
384,0.10394242
385,4.7806672e-05
386,0.25637162
387,3.7544e-05
388,0.00022224696
389,6.453667e-05
390,3.0176505e-05
391,2.1426325e-05
392,3.242576e-05
393,3.3552096e-05
394,0.22490641
395,0.17592214
396,8.609592e-05
397,2.3312863e-05
398,1.7732427e-05
399,3.7612193e-05
400,0.15521522
401,0.063234605
402,4.970809e-05
403,0.15672109
404,0.020688826
405,0.11756122
406,4.9861246e-05
407,2.5862795e-05
408,1.4050156e-05
409,0.021025153
410,0.0536283
411,0.05507921
412,0.1595929
413,2.482208e-05
414,0.6970904
415,5.026346e-05
416,0.31298995
417,0.28602108
418,0.0704229
419,3.479186e-05
420,0.0093063675
421,4.051371e-05
422,0.07955359
423,0.10029042
424,2.3903327e-05
425,0.06166865
426,2.1359245e-05
427,0.29690632
428,4.4874214e-05
429,1.7521632e-05
430,0.023796832
431,0.099405244
432,0.031379964
433,0.051714826
434,0.022539893
435,3.86307e-05
436,2.9471808e-05
437,0.023216305
438,0.03328174
439,5.892769e-05
440,0.009975246
441,3.435068e-05
442,2.4956185e-05
443,3.8948714e-05
444,0.43416086
445,0.13743967
446,0.093224935
447,5.530287e-05
448,0.00015175292
449,0.042278346
450,0.5755119
451,3.3900156e-05
452,1.5448386e-05
453,4.7247213e-05
454,0.23363657
455,0.05911215
456,0.010420968
457,0.17730121
458,5.20117e-05
459,4.0055096e-05
460,8.708069e-06
461,0.13239333
462,0.54265743
463,0.45358127
464,0.022426648
465,0.04558248
466,0.16844065
467,4.2155334e-05
468,0.11010336
469,0.13196495
470,0.14823818
471,3.1525233e-05
472,0.031041522
473,0.04763873
474,2.5875994e-05
475,2.6218131e-05
476,0.07030548
477,5.020267e-05
478,0.11888323
479,4.0019742e-05
480,0.1331557
481,1.3261391e-05
482,3.8167334e-05
483,3.3755343e-05
484,0.10351561
485,9.835214e-06
486,1.7960758e-05
487,0.061824914
488,4.079883e-05
489,2.1301841e-05
490,0.06988922
491,0.19641358
492,3.2026615e-05
493,0.25310364
494,0.040870644
495,5.331136e-05
496,0.045826018
497,0.4622065
498,0.09441194
499,0.14274742
500,2.5845313e-05
501,0.0941767
502,2.6777145e-05
503,2.5929103e-05
504,0.119756535
505,0.15137286
506,0.19327433
507,2.241651e-05
508,1.8574337e-05
509,7.131856e-05
510,0.036619347
511,0.16391721
512,0.14654937
513,0.20094146
514,0.5034559
515,5.699405e-05
516,2.3688222e-05
517,2.4246583e-05
518,0.20258862
519,0.24462248
520,2.7906932e-05
521,1.8595269e-05
522,0.2167952
523,3.167751e-05
524,0.11495674
525,0.032806113
526,0.07177714
527,3.3447694e-05
528,0.24833867
529,1.1636447e-05
530,2.6483116e-05
531,0.05278096
532,0.25198263
533,2.7296619e-05
534,2.8616942e-05
535,0.37714633
536,0.023761688
537,0.020639623
538,0.060719207
539,0.026669564
540,0.49228823
541,1.4571856e-05
542,4.6374123e-05
543,1.1998098e-05
544,0.29349557
545,0.041536026
546,0.22739577
547,2.8471692e-05
548,4.5775778e-05
549,0.024884302
550,0.14382893
551,0.11973132
552,0.11169113
553,8.303013e-05
554,3.2923563e-05
555,0.06871152
556,3.5155866e-05
557,0.08258506
558,3.7041274e-05
559,0.010104361
560,0.33872175
561,3.2570148e-05
562,2.984603e-05
563,0.023704005
564,0.04213904
565,3.639636e-05
566,0.5009049
567,3.63771e-05
568,0.018366465
569,0.12518582
570,0.05696077
571,0.121330805
572,0.026826939
573,4.2300708e-05
574,2.0728143e-05
575,0.0643521
576,2.3715846e-05
577,3.139841e-05
578,0.078322865
579,0.04124968
580,0.024103375
581,0.12003138
582,0.078903444
583,0.029261943
584,0.04580493
585,0.06545141
586,0.018925814
587,4.583462e-05
588,0.05861935
589,0.04504992
590,4.508439e-05
591,5.045854e-05
592,0.33671874
593,0.100279614
594,4.0315455e-05
595,3.9117298e-05
596,1.8432394e-05
597,0.026067834
598,0.24469432
599,0.11284035
600,0.044429164
601,5.040463e-05
602,0.5770916
603,0.094376825
604,0.033568114
605,3.862554e-05
606,0.3004154
607,2.2672568e-05
608,2.3705014e-05
609,0.42087585
610,3.959854e-05
611,2.464292e-05
612,0.09628271
613,2.5224697e-05
614,0.15918782
615,0.056457907
616,2.335824e-05
617,4.776393e-05
618,0.17354073
619,0.037191223
620,3.0753185e-05
621,0.00010469821
622,0.077991955
623,0.30818978
624,1.44318565e-05
625,5.0175822e-05
626,2.5161198e-05
627,0.048297185
628,0.087213024
629,1.9950601e-05
630,0.029298592
631,6.981189e-05
632,0.33561975
633,5.6672983e-05
634,0.019536695
635,4.079292e-05
636,0.05585009
637,6.4397114e-05
638,3.825227e-05
639,0.010503691
640,0.21086171
641,1.9673584e-05
642,4.2846237e-05
643,0.17583089
644,4.8527585e-05
645,3.9789855e-05
646,0.026172027
647,3.6501817e-05
648,0.23174149
649,0.18889186
650,3.036831e-05
651,1.5057826e-05
652,0.05311685
653,0.052199945
654,0.21850568
655,0.09739975
656,2.4659825e-05
657,0.04801791
658,4.5836103e-05
659,0.055587515
660,0.005341409
661,0.095421
662,0.083968125
663,0.24471928
664,0.076330796
665,6.231764e-05
666,2.7213056e-05
667,0.019031756
668,2.4994388e-05
669,0.017554099
670,1.1489282e-05
671,2.716514e-05
672,3.0739695e-05
673,3.6179244e-05
674,0.19569431
675,3.1941636e-05
